股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因,投入資金,version,config,price,entry_date,stock,engine,fled_pct,r400_chg,ma20,ma20_gap,big_holder_chg,pnl,ret,price_tier,days_bucket
2354,backup_v3,20241030,80.6,20241211,83.8,42,+3.53%,"NT$+5,877",到期,,v3,6週+3個持倉_全週期,80.6,20241030,2354,backup_v3,-6.437897754522479,0.0,68.45,17.750182615047468,0.0,5877.0,3.53,50-100,30-42日
3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-14,187",停損,,v3,6週+3個持倉_全週期,569.0,20250312,3563,main,0.0,0.0,0.0,0.0,0.0,-14187.0,-8.53,500+,14-30日
7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-22,291",停損,,v3,6週+3個持倉_全週期,724.0,20250326,7722,main,0.0,0.0,0.0,0.0,0.0,-22291.0,-13.43,500+,<7日
2468,backup_v3,20250416,63.9,20250417,58.3,1,-9.21%,"NT$-15,341",停損,,v3,6週+3個持倉_全週期,63.9,20250416,2468,backup_v3,-10.486891385767791,0.0,52.095,22.660524042614455,0.0,-15341.0,-9.21,50-100,<7日
2466,backup_v3,20250423,108.5,20250428,93.5,5,-14.27%,"NT$-23,765",停損,,v3,6週+3個持倉_全週期,108.5,20250423,2466,backup_v3,-7.058068655758742,0.0,88.245,22.953141821066342,0.0,-23765.0,-14.27,100-200,<7日
4949,backup_v3,20250430,58.3,20250505,51.2,5,-12.62%,"NT$-21,030",停損,,v3,6週+3個持倉_全週期,58.3,20250430,4949,backup_v3,-12.173324306025728,0.0,41.2475,41.34189950906114,0.0,-21030.0,-12.62,50-100,<7日
2756,backup_v3,20250507,96.0,20250618,114.0,42,+18.31%,"NT$+30,501",到期,,v3,6週+3個持倉_全週期,96.0,20250507,2756,backup_v3,-5.159842961301178,0.0,85.95,11.692844677137867,0.0,30501.0,18.31,50-100,30-42日
4749,main,20250618,657.0,20250704,596.0,16,-9.73%,"NT$-16,192",停損,,v3,6週+3個持倉_全週期,657.0,20250618,4749,main,0.0,0.0,0.0,0.0,0.0,-16192.0,-9.73,500+,14-30日
5536,main,20250723,494.5,20250903,854.0,42,+72.26%,"NT$+120,228",到期,,v3,6週+3個持倉_全週期,494.5,20250723,5536,main,0.0,0.0,0.0,0.0,0.0,120228.0,72.26,300-500,30-42日
3323,backup_v3,20251001,51.8,20251007,46.4,6,-10.87%,"NT$-18,107",停損,,v3,6週+3個持倉_全週期,51.8,20251001,3323,backup_v3,-5.3549269782684785,0.0,48.86,6.01719197707736,0.0,-18107.0,-10.87,50-100,<7日
1504,backup_v3,20251001,104.5,20251112,106.0,42,+0.99%,"NT$+1,654",到期,,v3,6週+3個持倉_全週期,104.5,20251001,1504,backup_v3,-7.9603825524306835,0.0,86.18,21.25783244372243,0.0,1654.0,0.99,100-200,30-42日
3528,backup_v3,20251008,74.4,20251114,68.2,37,-8.78%,"NT$-14,620",停損,,v3,6週+3個持倉_全週期,74.4,20251008,3528,backup_v3,-6.036602021305654,0.0,72.43,2.719867458235536,0.0,-14620.0,-8.78,50-100,30-42日
2066,backup_v3,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-6,383",停損,,v3,6週+6個持倉_2023年,90.0,20230308,2066,backup_v3,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-6383.0,-7.66,50-100,7-14日
6472,main,20230222,493.0,20230405,740.0,42,+49.66%,"NT$+41,188",到期,,v3,6週+6個持倉_2023年,493.0,20230222,6472,main,0.0,0.0,0.0,0.0,0.0,41188.0,49.66,300-500,30-42日
2388,backup_v3,20230308,87.3,20230418,80.5,41,-8.23%,"NT$-6,858",停損,,v3,6週+6個持倉_2023年,87.3,20230308,2388,backup_v3,-9.038903890389038,0.0,79.9,9.261576971214005,0.0,-6858.0,-8.23,50-100,30-42日
1590,backup_v3,20230308,1125.0,20230419,1160.0,42,+2.67%,"NT$+2,195",到期,,v3,6週+6個持倉_2023年,1125.0,20230308,1590,backup_v3,-8.14290312198262,0.0,1093.25,2.904184770180654,0.0,2195.0,2.67,500+,30-42日
2474,backup_v3,20230308,187.5,20230419,182.5,42,-3.11%,"NT$-2,586",到期,,v3,6週+6個持倉_2023年,187.5,20230308,2474,backup_v3,-5.166232073011734,0.0,187.8,-0.15974440894569295,0.0,-2586.0,-3.11,100-200,30-42日
2637,backup_v3,20230308,67.2,20230419,63.5,42,-5.95%,"NT$-4,956",到期,,v3,6週+6個持倉_2023年,67.2,20230308,2637,backup_v3,-8.836071742129688,0.0,64.085,4.860731840524318,0.0,-4956.0,-5.95,50-100,30-42日
4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-8,164",停損,,v3,6週+6個持倉_2023年,480.0,20230419,4763,main,0.0,0.0,0.0,0.0,0.0,-8164.0,-9.82,300-500,<7日
1752,backup_v3,20230426,77.7,20230511,70.2,15,-10.10%,"NT$-8,405",停損,,v3,6週+6個持倉_2023年,77.7,20230426,1752,backup_v3,-28.363552373253263,0.0,68.305,13.754483566356775,0.0,-8405.0,-10.1,50-100,14-30日
3675,main,20230412,299.5,20230524,348.0,42,+15.75%,"NT$+13,086",到期,,v3,6週+6個持倉_2023年,299.5,20230412,3675,main,0.0,0.0,0.0,0.0,0.0,13086.0,15.75,200-300,30-42日
1476,backup_v3,20230426,488.5,20230607,489.0,42,-0.34%,NT$-283,到期,,v3,6週+6個持倉_2023年,488.5,20230426,1476,backup_v3,-7.864609258337481,0.0,487.35,0.23597004206422023,0.0,-283.0,-0.34,300-500,30-42日
1720,backup_v3,20230426,68.8,20230607,78.0,42,+12.93%,"NT$+10,770",到期,,v3,6週+6個持倉_2023年,68.8,20230426,1720,backup_v3,-6.327637487607161,0.0,60.48,13.756613756613758,0.0,10770.0,12.93,50-100,30-42日
2201,backup_v3,20230426,79.8,20230607,89.7,42,+11.96%,"NT$+9,962",到期,,v3,6週+6個持倉_2023年,79.8,20230426,2201,backup_v3,-8.553741593593308,0.0,77.965,2.3536202141986706,0.0,9962.0,11.96,50-100,30-42日
2204,backup_v3,20230426,78.5,20230607,99.3,42,+26.05%,"NT$+21,711",到期,,v3,6週+6個持倉_2023年,78.5,20230426,2204,backup_v3,-7.175019316334959,0.0,68.19,15.119518991054411,0.0,21711.0,26.05,50-100,30-42日
1580,backup_v3,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-6,557",停損,,v3,6週+6個持倉_2023年,134.5,20230607,1580,backup_v3,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-6557.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-6,404",停損,,v3,6週+6個持倉_2023年,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-6404.0,-7.7,300-500,14-30日
1519,backup_v3,20230607,155.0,20230719,194.5,42,+25.04%,"NT$+20,834",到期,,v3,6週+6個持倉_2023年,155.0,20230607,1519,backup_v3,-10.771416785075859,0.0,131.67,17.718538771170362,0.0,20834.0,25.04,100-200,30-42日
2330,backup_v3,20230607,568.0,20230719,581.0,42,+1.85%,"NT$+1,533",到期,,v3,6週+6個持倉_2023年,568.0,20230607,2330,backup_v3,-7.9234010338492835,0.0,537.975,5.58111436405037,0.0,1533.0,1.85,500+,30-42日
2368,backup_v3,20230607,134.5,20230719,171.5,42,+27.07%,"NT$+22,530",到期,,v3,6週+6個持倉_2023年,134.5,20230607,2368,backup_v3,-5.365970887118923,0.0,114.785,17.17558914492312,0.0,22530.0,27.07,100-200,30-42日
2376,backup_v3,20230607,224.5,20230719,298.5,42,+32.52%,"NT$+27,051",到期,,v3,6週+6個持倉_2023年,224.5,20230607,2376,backup_v3,-11.56441821819785,0.0,174.0,29.022988505747126,0.0,27051.0,32.52,200-300,30-42日
1533,backup_v3,20230614,61.9,20230726,58.5,42,-5.94%,"NT$-4,945",到期,,v3,6週+6個持倉_2023年,61.9,20230614,1533,backup_v3,-6.6280456636565,0.0,57.675,7.325530992631125,0.0,-4945.0,-5.94,50-100,30-42日
1477,backup_v3,20230621,272.5,20230802,301.0,42,+10.02%,"NT$+8,337",到期,,v3,6週+6個持倉_2023年,272.5,20230621,1477,backup_v3,-5.2722359569941935,0.0,234.4,16.254266211604094,0.0,8337.0,10.02,200-300,30-42日
3483,backup_v3,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-6,426",停損,,v3,6週+6個持倉_2023年,158.0,20230809,3483,backup_v3,-12.88524215220996,0.0,137.64,14.792211566405125,0.0,-6426.0,-7.72,100-200,<7日
3551,backup_v3,20230809,73.8,20230814,68.2,5,-8.03%,"NT$-6,689",停損,,v3,6週+6個持倉_2023年,73.8,20230809,3551,backup_v3,-6.230071130733383,0.0,71.815,2.7640465083896117,0.0,-6689.0,-8.03,50-100,<7日
3147,backup_v3,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損,,v3,6週+6個持倉_2023年,76.0,20230809,3147,backup_v3,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-7709.0,-9.26,50-100,14-30日
2357,backup_v3,20230830,403.0,20230912,363.5,13,-10.24%,"NT$-8,516",停損,,v3,6週+6個持倉_2023年,403.0,20230830,2357,backup_v3,-7.837889671525211,0.0,387.9,3.892755864913643,0.0,-8516.0,-10.24,300-500,7-14日
1210,backup_v3,20230809,55.4,20230920,54.2,42,-2.61%,"NT$-2,174",到期,,v3,6週+6個持倉_2023年,55.4,20230809,1210,backup_v3,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-2174.0,-2.61,50-100,30-42日
3362,backup_v3,20230809,134.0,20230920,148.0,42,+10.01%,"NT$+8,338",到期,,v3,6週+6個持倉_2023年,134.0,20230809,3362,backup_v3,-7.241837005574728,0.0,145.575,-7.95122788940408,0.0,8338.0,10.01,100-200,30-42日
4766,backup_v3,20230809,182.5,20230920,217.0,42,+18.46%,"NT$+15,352",到期,,v3,6週+6個持倉_2023年,182.5,20230809,4766,backup_v3,-7.613168724279835,0.0,176.575,3.355514653829824,0.0,15352.0,18.46,100-200,30-42日
2645,backup_v3,20230816,111.5,20230927,106.0,42,-5.38%,"NT$-4,477",到期,,v3,6週+6個持倉_2023年,111.5,20230816,2645,backup_v3,-12.907431551499348,0.0,107.925,3.3124855223534886,0.0,-4477.0,-5.38,100-200,30-42日
5284,backup_v3,20230816,134.0,20230927,132.0,42,-1.94%,"NT$-1,613",到期,,v3,6週+6個持倉_2023年,134.0,20230816,5284,backup_v3,-5.614441868168267,0.0,128.6,4.199066874027999,0.0,-1613.0,-1.94,100-200,30-42日
2385,backup_v3,20230913,114.0,20231025,124.5,42,+8.77%,"NT$+7,297",到期,,v3,6週+6個持倉_2023年,114.0,20230913,2385,backup_v3,-5.614692891868704,0.0,105.525,8.031272210376681,0.0,7297.0,8.77,100-200,30-42日
3592,main,20230920,358.5,20231101,368.0,42,+2.21%,"NT$+1,839",到期,,v3,6週+6個持倉_2023年,358.5,20230920,3592,main,0.0,0.0,0.0,0.0,0.0,1839.0,2.21,300-500,30-42日
2363,backup_v3,20231108,49.0,20231109,44.15,1,-10.34%,"NT$-8,616",停損,,v3,6週+6個持倉_2023年,49.0,20231108,2363,backup_v3,-5.254129702117369,0.0,51.73,-5.277401894451956,0.0,-8616.0,-10.34,<50,<7日
3036,backup_v3,20231108,149.5,20231110,138.5,2,-7.80%,"NT$-6,493",停損,,v3,6週+6個持倉_2023年,149.5,20231108,3036,backup_v3,-5.2333872041068545,0.0,120.75,23.809523809523807,0.0,-6493.0,-7.8,100-200,<7日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損,,v3,6週+6個持倉_2023年,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-7858.0,-9.46,300-500,7-14日
2233,backup_v3,20231108,141.0,20231220,139.0,42,-1.86%,"NT$-1,550",到期,,v3,6週+6個持倉_2023年,141.0,20231108,2233,backup_v3,-6.674065168470052,0.0,137.825,2.30364592780701,0.0,-1550.0,-1.86,100-200,30-42日
2347,backup_v3,20231108,68.8,20231220,68.6,42,-0.73%,NT$-611,到期,,v3,6週+6個持倉_2023年,68.8,20231108,2347,backup_v3,-5.911713618304151,0.0,67.85,1.4001473839351555,0.0,-611.0,-0.73,50-100,30-42日
2454,backup_v3,20231108,914.0,20231220,983.0,42,+7.11%,"NT$+5,919",到期,,v3,6週+6個持倉_2023年,914.0,20231108,2454,backup_v3,-6.55590807975035,0.0,841.85,8.570410405654211,0.0,5919.0,7.11,500+,30-42日
3532,backup_v3,20231108,156.5,20231220,184.0,42,+17.13%,"NT$+14,255",到期,,v3,6週+6個持倉_2023年,156.5,20231108,3532,backup_v3,-5.80817730225449,0.0,154.725,1.147196639198582,0.0,14255.0,17.13,100-200,30-42日
1342,backup_v3,20221221,134.5,20221227,122.5,6,-9.36%,"NT$-7,795",停損,,v3,6週+6個持倉_全週期,134.5,20221221,1342,backup_v3,-5.785592739648326,0.0,117.07,14.888528230972927,0.0,-7795.0,-9.36,100-200,<7日
3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-12,257",停損,,v3,6週+6個持倉_全週期,742.0,20221207,3443,main,0.0,0.0,0.0,0.0,0.0,-12257.0,-14.73,500+,14-30日
6472,main,20221207,400.0,20230118,402.0,42,+0.06%,NT$+48,到期,,v3,6週+6個持倉_全週期,400.0,20221207,6472,main,0.0,0.0,0.0,0.0,0.0,48.0,0.06,300-500,30-42日
1477,backup_v3,20221221,240.0,20230131,218.0,41,-9.61%,"NT$-7,991",停損,,v3,6週+6個持倉_全週期,240.0,20221221,1477,backup_v3,-5.958419263140293,0.0,235.325,1.9866142568787895,0.0,-7991.0,-9.61,200-300,30-42日
1476,backup_v3,20221221,472.5,20230201,488.0,42,+2.84%,"NT$+2,363",到期,,v3,6週+6個持倉_全週期,472.5,20221221,1476,backup_v3,-5.712862243627003,0.0,462.05,2.2616599935071937,0.0,2363.0,2.84,300-500,30-42日
1513,backup_v3,20221221,65.5,20230201,80.2,42,+22.00%,"NT$+18,327",到期,,v3,6週+6個持倉_全週期,65.5,20221221,1513,backup_v3,-6.111006476102169,0.0,62.905,4.125268261664413,0.0,18327.0,22.0,50-100,30-42日
3587,backup_v3,20221228,158.5,20230208,179.0,42,+12.49%,"NT$+10,409",到期,,v3,6週+6個持倉_全週期,158.5,20221228,3587,backup_v3,-5.132616487455198,0.0,158.25,0.1579778830963665,0.0,10409.0,12.49,100-200,30-42日
2207,backup_v3,20230208,642.0,20230316,595.0,36,-7.76%,"NT$-6,439",停損,,v3,6週+6個持倉_全週期,642.0,20230208,2207,backup_v3,-8.575096277278563,0.0,629.7,1.9533111005240518,0.0,-6439.0,-7.76,500+,30-42日
1605,backup_v3,20230208,52.7,20230322,51.7,42,-2.34%,"NT$-1,950",到期,,v3,6週+6個持倉_全週期,52.7,20230208,1605,backup_v3,-8.094260893357959,0.0,49.73,5.97225015081441,0.0,-1950.0,-2.34,50-100,30-42日
2230,backup_v3,20230208,53.5,20230322,79.0,42,+47.22%,"NT$+39,340",到期,,v3,6週+6個持倉_全週期,53.5,20230208,2230,backup_v3,-15.753424657534246,0.0,43.9125,21.833191004839165,0.0,39340.0,47.22,50-100,30-42日
2303,backup_v3,20230208,50.5,20230322,53.5,42,+5.50%,"NT$+4,579",到期,,v3,6週+6個持倉_全週期,50.5,20230208,2303,backup_v3,-6.184454696897463,0.0,45.945,9.914027641745566,0.0,4579.0,5.5,50-100,30-42日
2330,backup_v3,20230208,540.0,20230322,533.0,42,-1.74%,"NT$-1,448",到期,,v3,6週+6個持倉_全週期,540.0,20230208,2330,backup_v3,-6.723698555464705,0.0,499.0,8.216432865731463,0.0,-1448.0,-1.74,500+,30-42日
2351,backup_v3,20230208,123.5,20230322,126.0,42,+1.58%,"NT$+1,317",到期,,v3,6週+6個持倉_全週期,123.5,20230208,2351,backup_v3,-9.42436058423105,0.0,106.34,16.136919315403418,0.0,1317.0,1.58,100-200,30-42日
6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-6,502",停損,,v3,6週+6個持倉_全週期,332.0,20230322,6719,main,0.0,0.0,0.0,0.0,0.0,-6502.0,-7.82,300-500,<7日
1752,backup_v3,20230426,77.7,20230511,70.2,15,-10.10%,"NT$-8,405",停損,,v3,6週+6個持倉_全週期,77.7,20230426,1752,backup_v3,-28.363552373253263,0.0,68.305,13.754483566356775,0.0,-8405.0,-10.1,50-100,14-30日
3178,backup_v3,20230426,82.5,20230511,76.1,15,-8.20%,"NT$-6,829",停損,,v3,6週+6個持倉_全週期,82.5,20230426,3178,backup_v3,-5.6630486078338835,0.0,83.16,-0.7936507936507896,0.0,-6829.0,-8.2,50-100,14-30日
1720,backup_v3,20230426,68.8,20230607,78.0,42,+12.93%,"NT$+10,770",到期,,v3,6週+6個持倉_全週期,68.8,20230426,1720,backup_v3,-6.327637487607161,0.0,60.48,13.756613756613758,0.0,10770.0,12.93,50-100,30-42日
2201,backup_v3,20230426,79.8,20230607,89.7,42,+11.96%,"NT$+9,962",到期,,v3,6週+6個持倉_全週期,79.8,20230426,2201,backup_v3,-8.553741593593308,0.0,77.965,2.3536202141986706,0.0,9962.0,11.96,50-100,30-42日
2204,backup_v3,20230426,78.5,20230607,99.3,42,+26.05%,"NT$+21,711",到期,,v3,6週+6個持倉_全週期,78.5,20230426,2204,backup_v3,-7.175019316334959,0.0,68.19,15.119518991054411,0.0,21711.0,26.05,50-100,30-42日
3044,backup_v3,20230426,113.5,20230607,127.0,42,+11.45%,"NT$+9,541",到期,,v3,6週+6個持倉_全週期,113.5,20230426,3044,backup_v3,-5.176528177201249,0.0,114.1,-0.52585451358457,0.0,9541.0,11.45,100-200,30-42日
1580,backup_v3,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-6,557",停損,,v3,6週+6個持倉_全週期,134.5,20230607,1580,backup_v3,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-6557.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-6,404",停損,,v3,6週+6個持倉_全週期,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-6404.0,-7.7,300-500,14-30日
2457,backup_v3,20230607,81.5,20230627,75.6,20,-7.68%,"NT$-6,401",停損,,v3,6週+6個持倉_全週期,81.5,20230607,2457,backup_v3,-5.852983796601238,0.0,76.68,6.2858633281168395,0.0,-6401.0,-7.68,50-100,14-30日
2729,backup_v3,20230607,304.5,20230712,283.0,35,-7.50%,"NT$-6,246",停損,,v3,6週+6個持倉_全週期,304.5,20230607,2729,backup_v3,-12.03781512605042,0.0,280.7,8.478802992518709,0.0,-6246.0,-7.5,300-500,30-42日
4551,backup_v3,20230705,159.5,20230712,146.5,7,-8.59%,"NT$-7,151",停損,,v3,6週+6個持倉_全週期,159.5,20230705,4551,backup_v3,-14.354066985645932,0.0,148.875,7.136859781696053,0.0,-7151.0,-8.59,100-200,<7日
2368,backup_v3,20230607,134.5,20230719,171.5,42,+27.07%,"NT$+22,530",到期,,v3,6週+6個持倉_全週期,134.5,20230607,2368,backup_v3,-5.365970887118923,0.0,114.785,17.17558914492312,0.0,22530.0,27.07,100-200,30-42日
2383,backup_v3,20230607,230.0,20230719,318.0,42,+37.82%,"NT$+31,445",到期,,v3,6週+6個持倉_全週期,230.0,20230607,2383,backup_v3,-5.83259299316312,0.0,193.275,19.00142284309921,0.0,31445.0,37.82,200-300,30-42日
1533,backup_v3,20230614,61.9,20230726,58.5,42,-5.94%,"NT$-4,945",到期,,v3,6週+6個持倉_全週期,61.9,20230614,1533,backup_v3,-6.6280456636565,0.0,57.675,7.325530992631125,0.0,-4945.0,-5.94,50-100,30-42日
1560,backup_v3,20230621,127.0,20230802,131.5,42,+3.10%,"NT$+2,583",到期,,v3,6週+6個持倉_全週期,127.0,20230621,1560,backup_v3,-12.54371122391427,0.0,121.025,4.936996488328853,0.0,2583.0,3.1,100-200,30-42日
3704,backup_v3,20230712,55.0,20230804,50.7,23,-8.26%,"NT$-6,879",停損,,v3,6週+6個持倉_全週期,55.0,20230712,3704,backup_v3,-8.352413438624364,0.0,47.0675,16.85345514420778,0.0,-6879.0,-8.26,50-100,14-30日
3483,backup_v3,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-6,426",停損,,v3,6週+6個持倉_全週期,158.0,20230809,3483,backup_v3,-12.88524215220996,0.0,137.64,14.792211566405125,0.0,-6426.0,-7.72,100-200,<7日
3551,backup_v3,20230809,73.8,20230814,68.2,5,-8.03%,"NT$-6,689",停損,,v3,6週+6個持倉_全週期,73.8,20230809,3551,backup_v3,-6.230071130733383,0.0,71.815,2.7640465083896117,0.0,-6689.0,-8.03,50-100,<7日
4555,backup_v3,20230712,54.3,20230823,53.0,42,-2.84%,"NT$-2,363",到期,,v3,6週+6個持倉_全週期,54.3,20230712,4555,backup_v3,-5.374001452432825,0.0,53.565,1.3721646597591701,0.0,-2363.0,-2.84,50-100,30-42日
3147,backup_v3,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損,,v3,6週+6個持倉_全週期,76.0,20230809,3147,backup_v3,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-7709.0,-9.26,50-100,14-30日
2357,backup_v3,20230830,403.0,20230912,363.5,13,-10.24%,"NT$-8,516",停損,,v3,6週+6個持倉_全週期,403.0,20230830,2357,backup_v3,-7.837889671525211,0.0,387.9,3.892755864913643,0.0,-8516.0,-10.24,300-500,7-14日
1210,backup_v3,20230809,55.4,20230920,54.2,42,-2.61%,"NT$-2,174",到期,,v3,6週+6個持倉_全週期,55.4,20230809,1210,backup_v3,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-2174.0,-2.61,50-100,30-42日
3362,backup_v3,20230809,134.0,20230920,148.0,42,+10.01%,"NT$+8,338",到期,,v3,6週+6個持倉_全週期,134.0,20230809,3362,backup_v3,-7.241837005574728,0.0,145.575,-7.95122788940408,0.0,8338.0,10.01,100-200,30-42日
2645,backup_v3,20230816,111.5,20230927,106.0,42,-5.38%,"NT$-4,477",到期,,v3,6週+6個持倉_全週期,111.5,20230816,2645,backup_v3,-12.907431551499348,0.0,107.925,3.3124855223534886,0.0,-4477.0,-5.38,100-200,30-42日
8081,backup_v3,20230816,226.5,20230927,265.0,42,+16.56%,"NT$+13,781",到期,,v3,6週+6個持倉_全週期,226.5,20230816,8081,backup_v3,-5.36972352140193,0.0,213.0,6.338028169014084,0.0,13781.0,16.56,200-300,30-42日
2211,backup_v3,20230823,68.4,20231004,70.1,42,+2.04%,"NT$+1,702",到期,,v3,6週+6個持倉_全週期,68.4,20230823,2211,backup_v3,-6.884422110552764,0.0,64.96,5.295566502463074,0.0,1702.0,2.04,50-100,30-42日
2385,backup_v3,20230913,114.0,20231025,124.5,42,+8.77%,"NT$+7,297",到期,,v3,6週+6個持倉_全週期,114.0,20230913,2385,backup_v3,-5.614692891868704,0.0,105.525,8.031272210376681,0.0,7297.0,8.77,100-200,30-42日
3592,main,20230920,358.5,20231101,368.0,42,+2.21%,"NT$+1,839",到期,,v3,6週+6個持倉_全週期,358.5,20230920,3592,main,0.0,0.0,0.0,0.0,0.0,1839.0,2.21,300-500,30-42日
2363,backup_v3,20231108,49.0,20231109,44.15,1,-10.34%,"NT$-8,616",停損,,v3,6週+6個持倉_全週期,49.0,20231108,2363,backup_v3,-5.254129702117369,0.0,51.73,-5.277401894451956,0.0,-8616.0,-10.34,<50,<7日
3036,backup_v3,20231108,149.5,20231110,138.5,2,-7.80%,"NT$-6,493",停損,,v3,6週+6個持倉_全週期,149.5,20231108,3036,backup_v3,-5.2333872041068545,0.0,120.75,23.809523809523807,0.0,-6493.0,-7.8,100-200,<7日
4967,backup_v3,20231108,92.3,20231201,85.2,23,-8.13%,"NT$-6,775",停損,,v3,6週+6個持倉_全週期,92.3,20231108,4967,backup_v3,-17.57650264145928,0.0,79.22,16.510982075233525,0.0,-6775.0,-8.13,50-100,14-30日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損,,v3,6週+6個持倉_全週期,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-7858.0,-9.46,300-500,7-14日
2233,backup_v3,20231108,141.0,20231220,139.0,42,-1.86%,"NT$-1,550",到期,,v3,6週+6個持倉_全週期,141.0,20231108,2233,backup_v3,-6.674065168470052,0.0,137.825,2.30364592780701,0.0,-1550.0,-1.86,100-200,30-42日
2347,backup_v3,20231108,68.8,20231220,68.6,42,-0.73%,NT$-611,到期,,v3,6週+6個持倉_全週期,68.8,20231108,2347,backup_v3,-5.911713618304151,0.0,67.85,1.4001473839351555,0.0,-611.0,-0.73,50-100,30-42日
3532,backup_v3,20231108,156.5,20231220,184.0,42,+17.13%,"NT$+14,255",到期,,v3,6週+6個持倉_全週期,156.5,20231108,3532,backup_v3,-5.80817730225449,0.0,154.725,1.147196639198582,0.0,14255.0,17.13,100-200,30-42日
3086,backup_v3,20240110,156.0,20240118,144.0,8,-8.13%,"NT$-6,774",停損,,v3,6週+6個持倉_全週期,156.0,20240110,3086,backup_v3,-7.693655800911321,0.0,141.375,10.344827586206897,0.0,-6774.0,-8.13,100-200,7-14日
2382,backup_v3,20240110,218.0,20240221,236.0,42,+7.81%,"NT$+6,500",到期,,v3,6週+6個持倉_全週期,218.0,20240110,2382,backup_v3,-6.910193923052992,0.0,212.75,2.4676850763807283,0.0,6500.0,7.81,200-300,30-42日
2603,backup_v3,20240110,148.0,20240221,155.0,42,+4.29%,"NT$+3,571",到期,,v3,6週+6個持倉_全週期,148.0,20240110,2603,backup_v3,-8.614853046440661,0.0,147.275,0.492276353759969,0.0,3571.0,4.29,100-200,30-42日
2609,backup_v3,20240110,48.8,20240221,48.35,42,-1.36%,"NT$-1,137",到期,,v3,6週+6個持倉_全週期,48.8,20240110,2609,backup_v3,-6.147890267280289,0.0,51.4775,-5.201301539507556,0.0,-1137.0,-1.36,<50,30-42日
3025,backup_v3,20240110,57.7,20240221,73.0,42,+26.07%,"NT$+21,725",到期,,v3,6週+6個持倉_全週期,57.7,20240110,3025,backup_v3,-41.503200495560606,0.0,51.0475,13.031980018610126,0.0,21725.0,26.07,50-100,30-42日
3413,backup_v3,20240110,211.0,20240221,230.0,42,+8.56%,"NT$+7,128",到期,,v3,6週+6個持倉_全週期,211.0,20240110,3413,backup_v3,-5.590201696724535,0.0,204.625,3.1154551007941356,0.0,7128.0,8.56,200-300,30-42日
6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-8,303",停損,,v3,6週+6個持倉_全週期,293.5,20240306,6462,main,0.0,0.0,0.0,0.0,0.0,-8303.0,-9.98,200-300,<7日
3231,backup_v3,20240131,114.5,20240313,116.5,42,+1.30%,"NT$+1,086",到期,,v3,6週+6個持倉_全週期,114.5,20240131,3231,backup_v3,-10.114534649742525,0.0,104.705,9.354854113939163,0.0,1086.0,1.3,100-200,30-42日
3042,backup_v3,20240320,120.5,20240401,110.5,12,-8.74%,"NT$-7,278",停損,,v3,6週+6個持倉_全週期,120.5,20240320,3042,backup_v3,-7.3905638180189985,0.0,106.945,12.674739352003373,0.0,-7278.0,-8.74,100-200,7-14日
3438,backup_v3,20240320,90.5,20240402,83.5,13,-8.18%,"NT$-6,811",停損,,v3,6週+6個持倉_全週期,90.5,20240320,3438,backup_v3,-5.070167496604799,0.0,85.24,6.170811825434075,0.0,-6811.0,-8.18,50-100,7-14日
1522,backup_v3,20240403,58.5,20240411,53.7,8,-8.65%,"NT$-7,204",停損,,v3,6週+6個持倉_全週期,58.5,20240403,1522,backup_v3,-8.70949074074074,0.0,50.1425,16.667497631749516,0.0,-7204.0,-8.65,50-100,7-14日
