股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因,投入資金,version,config,price,entry_date,stock,engine,fled_pct,r400_chg,ma20,ma20_gap,big_holder_chg,pnl,ret,price_tier,days_bucket
2385,backup_v4,20230913,114.0,20231212,169.0,90,+47.80%,"NT$+79,622",到期,"NT$166,563",v4,90天+3個持倉_2023年,114.0,20230913,2385,backup_v4,-5.614692891868704,0.0,105.525,8.031272210376681,0.0,79622.0,47.8,100-200,42-90日
3592,main,20230920,358.5,20231219,388.0,90,+7.79%,"NT$+12,970",到期,"NT$166,581",v4,90天+3個持倉_2023年,358.5,20230920,3592,main,0.0,0.0,0.0,0.0,0.0,12970.0,7.79,300-500,42-90日
3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-24,514",停損,"NT$166,445",v4,90天+3個持倉_全週期,742.0,20221207,3443,main,0.0,0.0,0.0,0.0,0.0,-24514.0,-14.73,500+,14-30日
1477,backup_v4,20221221,240.0,20230131,218.0,41,-9.61%,"NT$-16,005",停損,"NT$166,557",v4,90天+3個持倉_全週期,240.0,20221221,1477,backup_v4,-5.958419263140293,0.0,235.325,1.9866142568787895,0.0,-16005.0,-9.61,200-300,30-42日
6472,main,20221207,400.0,20230307,497.5,90,+23.93%,"NT$+39,880",到期,"NT$166,637",v4,90天+3個持倉_全週期,400.0,20221207,6472,main,0.0,0.0,0.0,0.0,0.0,39880.0,23.93,300-500,42-90日
2207,backup_v4,20230208,642.0,20230316,595.0,36,-7.76%,"NT$-12,927",停損,"NT$166,515",v4,90天+3個持倉_全週期,642.0,20230208,2207,backup_v4,-8.575096277278563,0.0,629.7,1.9533111005240518,0.0,-12927.0,-7.76,500+,30-42日
2066,backup_v4,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-12,773",停損,"NT$166,647",v4,90天+3個持倉_全週期,90.0,20230308,2066,backup_v4,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-12773.0,-7.66,50-100,7-14日
6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-13,029",停損,"NT$166,569",v4,90天+3個持倉_全週期,332.0,20230322,6719,main,0.0,0.0,0.0,0.0,0.0,-13029.0,-7.82,300-500,<7日
3680,main,20230329,366.0,20230421,339.0,23,-7.82%,"NT$-13,012",停損,"NT$166,401",v4,90天+3個持倉_全週期,366.0,20230329,3680,main,0.0,0.0,0.0,0.0,0.0,-13012.0,-7.82,300-500,14-30日
4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-16,328",停損,"NT$166,317",v4,90天+3個持倉_全週期,480.0,20230419,4763,main,0.0,0.0,0.0,0.0,0.0,-16328.0,-9.82,300-500,<7日
3044,backup_v4,20230426,113.5,20230725,150.0,90,+31.72%,"NT$+52,848",到期,"NT$166,628",v4,90天+3個持倉_全週期,113.5,20230426,3044,backup_v4,-5.176528177201249,0.0,114.1,-0.52585451358457,0.0,52848.0,31.72,100-200,42-90日
3310,backup_v4,20230426,66.9,20230725,87.5,90,+30.35%,"NT$+50,568",到期,"NT$166,617",v4,90天+3個持倉_全週期,66.9,20230426,3310,backup_v4,-6.6277836691410394,0.0,67.2,-0.4464285714285672,0.0,50568.0,30.35,50-100,42-90日
3483,backup_v4,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-12,864",停損,"NT$166,611",v4,90天+3個持倉_全週期,158.0,20230809,3483,backup_v4,-12.88524215220996,0.0,137.64,14.792211566405125,0.0,-12864.0,-7.72,100-200,<7日
3147,backup_v4,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-15,424",停損,"NT$166,601",v4,90天+3個持倉_全週期,76.0,20230809,3147,backup_v4,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-15424.0,-9.26,50-100,14-30日
1210,backup_v4,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-13,372",停損,"NT$166,659",v4,90天+3個持倉_全週期,55.4,20230809,1210,backup_v4,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-13372.0,-8.02,50-100,42-90日
8081,backup_v4,20230816,226.5,20231114,269.0,90,+18.32%,"NT$+30,503",到期,"NT$166,488",v4,90天+3個持倉_全週期,226.5,20230816,8081,backup_v4,-5.36972352140193,0.0,213.0,6.338028169014084,0.0,30503.0,18.32,200-300,42-90日
2211,backup_v4,20230830,68.4,20231128,80.9,90,+17.83%,"NT$+29,718",到期,"NT$166,654",v4,90天+3個持倉_全週期,68.4,20230830,2211,backup_v4,-12.346055591565944,0.0,66.855,2.3109715054969735,0.0,29718.0,17.83,50-100,42-90日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-15,745",停損,"NT$166,462",v4,90天+3個持倉_全週期,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-15745.0,-9.46,300-500,7-14日
3661,main,20231115,3105.0,20240213,4105.0,90,+31.76%,"NT$+52,346",到期,"NT$164,800",v4,90天+3個持倉_全週期,3105.0,20231115,3661,main,0.0,0.0,0.0,0.0,0.0,52346.0,31.76,500+,42-90日
6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-16,636",停損,"NT$166,652",v4,90天+3個持倉_全週期,293.5,20240306,6462,main,0.0,0.0,0.0,0.0,0.0,-16636.0,-9.98,200-300,<7日
6515,main,20240103,800.0,20240308,731.0,65,-9.07%,"NT$-15,110",停損,"NT$166,637",v4,90天+3個持倉_全週期,800.0,20240103,6515,main,0.0,0.0,0.0,0.0,0.0,-15110.0,-9.07,500+,42-90日
1519,main,20231220,329.0,20240319,660.0,90,+100.17%,"NT$+166,657",到期,"NT$166,382",v4,90天+3個持倉_全週期,329.0,20231220,1519,main,0.0,0.0,0.0,0.0,0.0,166657.0,100.17,300-500,42-90日
1216,backup_v4,20240320,76.5,20240618,81.5,90,+6.09%,"NT$+10,153",到期,"NT$166,625",v4,90天+3個持倉_全週期,76.5,20240320,1216,backup_v4,-5.178712175730784,0.0,76.435,0.08503957611041764,0.0,10153.0,6.09,50-100,42-90日
2317,backup_v4,20240320,138.0,20240618,198.5,90,+43.40%,"NT$+72,329",到期,"NT$166,665",v4,90天+3個持倉_全週期,138.0,20240320,2317,backup_v4,-9.289139462061136,0.0,113.275,21.827411167512683,0.0,72329.0,43.4,100-200,42-90日
3030,backup_v4,20240320,80.5,20240618,172.5,90,+113.84%,"NT$+189,698",到期,"NT$166,631",v4,90天+3個持倉_全週期,80.5,20240320,3030,backup_v4,-6.021468342804661,0.0,75.695,6.347843318581157,0.0,189698.0,113.84,50-100,42-90日
6231,main,20240619,398.0,20240805,347.5,47,-13.13%,"NT$-21,876",停損,"NT$166,601",v4,90天+3個持倉_全週期,398.0,20240619,6231,main,0.0,0.0,0.0,0.0,0.0,-21876.0,-13.13,300-500,42-90日
1615,backup_v4,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-21,175",停損,"NT$166,626",v4,90天+3個持倉_全週期,69.3,20240626,1615,backup_v4,-6.446991404011461,0.0,70.28,-1.3944223107569778,0.0,-21175.0,-12.71,50-100,30-42日
2363,backup_v4,20240807,70.6,20240904,62.4,28,-12.06%,"NT$-20,092",停損,"NT$166,641",v4,90天+3個持倉_全週期,70.6,20240807,2363,backup_v4,-15.138244419428352,0.0,64.1,10.14040561622465,0.0,-20092.0,-12.06,50-100,14-30日
2548,backup_v4,20240807,145.0,20240910,133.5,34,-8.37%,"NT$-13,946",停損,"NT$166,552",v4,90天+3個持倉_全週期,145.0,20240807,2548,backup_v4,-9.683570704963948,0.0,158.0,-8.227848101265822,0.0,-13946.0,-8.37,100-200,30-42日
5904,main,20240619,529.0,20240917,544.0,90,+2.39%,"NT$+3,981",到期,"NT$166,343",v4,90天+3個持倉_全週期,529.0,20240619,5904,main,0.0,0.0,0.0,0.0,0.0,3981.0,2.39,500+,42-90日
6274,backup_v4,20240918,174.5,20241029,161.0,41,-8.18%,"NT$-13,621",停損,"NT$166,535",v4,90天+3個持倉_全週期,174.5,20240918,6274,backup_v4,-10.163434299411636,0.0,171.475,1.764105554745593,0.0,-13621.0,-8.18,100-200,30-42日
1472,backup_v4,20240904,59.3,20241203,65.0,90,+9.17%,"NT$+15,280",到期,"NT$166,633",v4,90天+3個持倉_全週期,59.3,20240904,1472,backup_v4,-12.7838519764508,0.0,57.285,3.5175002182072106,0.0,15280.0,9.17,50-100,42-90日
3081,backup_v4,20240911,192.5,20241210,355.5,90,+84.23%,"NT$+140,296",到期,"NT$166,557",v4,90天+3個持倉_全週期,192.5,20240911,3081,backup_v4,-20.543543379990197,0.0,157.375,22.319301032565527,0.0,140296.0,84.23,100-200,42-90日
2354,backup_v4,20241030,80.6,20241231,74.4,62,-8.13%,"NT$-13,552",停損,"NT$166,595",v4,90天+3個持倉_全週期,80.6,20241030,2354,backup_v4,-6.437897754522479,0.0,68.45,17.750182615047468,0.0,-13552.0,-8.13,50-100,42-90日
3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-14,187",停損,"NT$166,385",v4,90天+3個持倉_全週期,569.0,20250312,3563,main,0.0,0.0,0.0,0.0,0.0,-14187.0,-8.53,500+,14-30日
6643,main,20250312,690.0,20250331,582.0,19,-16.09%,"NT$-26,802",停損,"NT$166,527",v4,90天+3個持倉_全週期,690.0,20250312,6643,main,0.0,0.0,0.0,0.0,0.0,-26802.0,-16.09,500+,14-30日
7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-22,291",停損,"NT$166,032",v4,90天+3個持倉_全週期,724.0,20250326,7722,main,0.0,0.0,0.0,0.0,0.0,-22291.0,-13.43,500+,<7日
2753,backup_v4,20250416,191.0,20250422,176.0,6,-8.30%,"NT$-13,821",停損,"NT$166,598",v4,90天+3個持倉_全週期,191.0,20250416,2753,backup_v4,-7.240806150010388,0.0,175.4,8.8939566704675,0.0,-13821.0,-8.3,100-200,<7日
6680,backup_v4,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-167,346",停損,"NT$166,608",v4,90天+3個持倉_全週期,79.3,20250430,6680,backup_v4,-6.480648064806481,0.0,75.625,4.859504132231401,0.0,-167346.0,-100.44,50-100,14-30日
6023,backup_v4,20250416,80.6,20250715,82.8,90,+2.29%,"NT$+3,810",到期,"NT$166,595",v4,90天+3個持倉_全週期,80.6,20250416,6023,backup_v4,-8.583716623857596,0.0,80.82,-0.27220984904726414,0.0,3810.0,2.29,50-100,42-90日
3131,main,20250716,1655.0,20250724,1530.0,8,-8.00%,"NT$-13,251",停損,"NT$165,736",v4,90天+3個持倉_全週期,1655.0,20250716,3131,main,0.0,0.0,0.0,0.0,0.0,-13251.0,-8.0,500+,7-14日
4571,backup_v4,20250430,151.5,20250729,164.5,90,+8.14%,"NT$+13,557",到期,"NT$166,584",v4,90天+3個持倉_全週期,151.5,20250430,4571,backup_v4,-5.872756933115824,0.0,142.575,6.259863229879019,0.0,13557.0,8.14,100-200,42-90日
3231,backup_v4,20250603,109.5,20250901,109.5,90,-0.44%,NT$-737,到期,"NT$166,568",v4,90天+3個持倉_全週期,109.5,20250603,3231,backup_v4,-6.980236578300021,0.0,111.425,-1.7276194749831701,0.0,-737.0,-0.44,100-200,42-90日
6720,backup_v4,20251001,134.5,20251020,123.5,19,-8.62%,"NT$-14,364",停損,"NT$166,614",v4,90天+3個持倉_全週期,134.5,20251001,6720,backup_v4,-5.633802816901409,0.0,132.25,1.7013232514177694,0.0,-14364.0,-8.62,100-200,14-30日
7747,backup_v4,20251001,141.5,20251029,131.5,28,-7.51%,"NT$-12,514",停損,"NT$166,641",v4,90天+3個持倉_全週期,141.5,20251001,7747,backup_v4,-15.369261477045908,0.0,138.875,1.8901890189018902,0.0,-12514.0,-7.51,100-200,14-30日
6994,backup_v4,20251001,95.2,20251114,87.0,44,-9.06%,"NT$-15,091",停損,"NT$166,647",v4,90天+3個持倉_全週期,95.2,20251001,6994,backup_v4,-5.461465271170314,0.0,92.955,2.4151471141950456,0.0,-15091.0,-9.06,50-100,42-90日
6442,main,20251203,1250.0,20251218,1110.0,15,-11.64%,"NT$-19,383",停損,"NT$166,487",v4,90天+3個持倉_全週期,1250.0,20251203,6442,main,0.0,0.0,0.0,0.0,0.0,-19383.0,-11.64,500+,14-30日
3617,backup_v4,20230308,126.0,20230309,113.5,1,-10.36%,"NT$-8,630",停損,"NT$83,279",v4,90天+6個持倉_2023年,126.0,20230308,3617,backup_v4,-6.142441090812814,0.0,121.0,4.132231404958678,0.0,-8630.0,-10.36,100-200,<7日
2707,backup_v4,20230308,292.5,20230313,269.5,5,-8.31%,"NT$-6,909",停損,"NT$83,188",v4,90天+6個持倉_2023年,292.5,20230308,2707,backup_v4,-5.018917458111343,0.0,283.525,3.1655056873291683,0.0,-6909.0,-8.31,200-300,<7日
2066,backup_v4,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-6,383",停損,"NT$83,279",v4,90天+6個持倉_2023年,90.0,20230308,2066,backup_v4,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-6383.0,-7.66,50-100,7-14日
6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-6,502",停損,"NT$83,118",v4,90天+6個持倉_2023年,332.0,20230322,6719,main,0.0,0.0,0.0,0.0,0.0,-6502.0,-7.82,300-500,<7日
3680,main,20230329,366.0,20230421,339.0,23,-7.82%,"NT$-6,506",停損,"NT$83,200",v4,90天+6個持倉_2023年,366.0,20230329,3680,main,0.0,0.0,0.0,0.0,0.0,-6506.0,-7.82,300-500,14-30日
2637,backup_v4,20230308,67.2,20230425,62.0,48,-8.18%,"NT$-6,815",停損,"NT$83,312",v4,90天+6個持倉_2023年,67.2,20230308,2637,backup_v4,-8.836071742129688,0.0,64.085,4.860731840524318,0.0,-6815.0,-8.18,50-100,42-90日
6472,main,20230222,493.0,20230523,807.0,90,+63.25%,"NT$+52,460",到期,"NT$82,942",v4,90天+6個持倉_2023年,493.0,20230222,6472,main,0.0,0.0,0.0,0.0,0.0,52460.0,63.25,300-500,42-90日
2474,backup_v4,20230308,187.5,20230606,188.0,90,-0.18%,NT$-146,到期,"NT$83,181",v4,90天+6個持倉_2023年,187.5,20230308,2474,backup_v4,-5.166232073011734,0.0,187.8,-0.15974440894569295,0.0,-146.0,-0.18,100-200,42-90日
1795,main,20230524,334.5,20230608,311.0,15,-7.47%,"NT$-6,204",停損,"NT$83,074",v4,90天+6個持倉_2023年,334.5,20230524,1795,main,0.0,0.0,0.0,0.0,0.0,-6204.0,-7.47,300-500,14-30日
1580,backup_v4,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-6,557",停損,"NT$83,239",v4,90天+6個持倉_2023年,134.5,20230607,1580,backup_v4,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-6557.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-6,404",停損,"NT$83,140",v4,90天+6個持倉_2023年,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-6404.0,-7.7,300-500,14-30日
3675,main,20230412,299.5,20230711,293.0,90,-2.61%,"NT$-2,171",到期,"NT$83,080",v4,90天+6個持倉_2023年,299.5,20230412,3675,main,0.0,0.0,0.0,0.0,0.0,-2171.0,-2.61,200-300,42-90日
2207,backup_v4,20230426,660.0,20230725,774.0,90,+16.83%,"NT$+14,016",到期,"NT$83,279",v4,90天+6個持倉_2023年,660.0,20230426,2207,backup_v4,-7.657127923690056,0.0,644.85,2.3493835775761767,0.0,14016.0,16.83,500+,42-90日
3044,backup_v4,20230426,113.5,20230725,150.0,90,+31.72%,"NT$+26,424",到期,"NT$83,314",v4,90天+6個持倉_2023年,113.5,20230426,3044,backup_v4,-5.176528177201249,0.0,114.1,-0.52585451358457,0.0,26424.0,31.72,100-200,42-90日
4551,backup_v4,20230712,146.5,20230802,135.5,21,-7.95%,"NT$-6,626",停損,"NT$83,331",v4,90天+6個持倉_2023年,146.5,20230712,4551,backup_v4,-18.92456773703211,0.0,152.175,-3.729259076720888,0.0,-6626.0,-7.95,100-200,14-30日
2731,backup_v4,20230809,159.5,20230811,144.0,2,-10.16%,"NT$-8,455",停損,"NT$83,218",v4,90天+6個持倉_2023年,159.5,20230809,2731,backup_v4,-6.903467908902691,0.0,161.05,-0.9624340266997896,0.0,-8455.0,-10.16,100-200,<7日
3483,backup_v4,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-6,426",停損,"NT$83,226",v4,90天+6個持倉_2023年,158.0,20230809,3483,backup_v4,-12.88524215220996,0.0,137.64,14.792211566405125,0.0,-6426.0,-7.72,100-200,<7日
3147,backup_v4,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損,"NT$83,262",v4,90天+6個持倉_2023年,76.0,20230809,3147,backup_v4,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-7709.0,-9.26,50-100,14-30日
2308,backup_v4,20230614,353.0,20230912,332.5,90,-6.25%,"NT$-5,192",到期,"NT$83,073",v4,90天+6個持倉_2023年,353.0,20230614,2308,backup_v4,-5.245006321112515,0.0,318.675,10.771161842002035,0.0,-5192.0,-6.25,300-500,42-90日
1560,backup_v4,20230621,127.0,20230919,139.0,90,+9.01%,"NT$+7,503",到期,"NT$83,304",v4,90天+6個持倉_2023年,127.0,20230621,1560,backup_v4,-12.54371122391427,0.0,121.025,4.936996488328853,0.0,7503.0,9.01,100-200,42-90日
2645,backup_v4,20230823,114.5,20230921,106.0,29,-7.87%,"NT$-6,548",停損,"NT$83,245",v4,90天+6個持倉_2023年,114.5,20230823,2645,backup_v4,-15.237618809404701,0.0,110.55,3.5730438715513366,0.0,-6548.0,-7.87,100-200,14-30日
1210,backup_v4,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-6,686",停損,"NT$83,329",v4,90天+6個持倉_2023年,55.4,20230809,1210,backup_v4,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-6686.0,-8.02,50-100,42-90日
8081,backup_v4,20230816,226.5,20231114,269.0,90,+18.32%,"NT$+15,251",到期,"NT$83,244",v4,90天+6個持倉_2023年,226.5,20230816,8081,backup_v4,-5.36972352140193,0.0,213.0,6.338028169014084,0.0,15251.0,18.32,200-300,42-90日
1477,backup_v4,20230830,334.5,20231128,373.0,90,+11.07%,"NT$+9,194",到期,"NT$83,074",v4,90天+6個持倉_2023年,334.5,20230830,1477,backup_v4,-7.2157393314166525,0.0,314.2,6.460852959898158,0.0,9194.0,11.07,300-500,42-90日
3592,main,20230920,358.5,20231219,388.0,90,+7.79%,"NT$+6,485",到期,"NT$83,291",v4,90天+6個持倉_2023年,358.5,20230920,3592,main,0.0,0.0,0.0,0.0,0.0,6485.0,7.79,300-500,42-90日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損,"NT$83,078",v4,90天+6個持倉_2023年,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-7858.0,-9.46,300-500,7-14日
3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-12,257",停損,"NT$83,222",v4,90天+6個持倉_全週期,742.0,20221207,3443,main,0.0,0.0,0.0,0.0,0.0,-12257.0,-14.73,500+,14-30日
1736,backup_v4,20221221,74.9,20221229,69.5,8,-7.65%,"NT$-6,377",停損,"NT$83,332",v4,90天+6個持倉_全週期,74.9,20221221,1736,backup_v4,-5.200394512687169,0.0,78.76,-4.900964956830878,0.0,-6377.0,-7.65,50-100,7-14日
2707,backup_v4,20221221,253.0,20230106,233.0,16,-8.35%,"NT$-6,937",停損,"NT$83,102",v4,90天+6個持倉_全週期,253.0,20221221,2707,backup_v4,-10.354007770902287,0.0,243.6,3.858784893267654,0.0,-6937.0,-8.35,200-300,14-30日
1477,backup_v4,20221221,240.0,20230131,218.0,41,-9.61%,"NT$-7,991",停損,"NT$83,158",v4,90天+6個持倉_全週期,240.0,20221221,1477,backup_v4,-5.958419263140293,0.0,235.325,1.9866142568787895,0.0,-7991.0,-9.61,200-300,30-42日
6472,main,20221207,400.0,20230307,497.5,90,+23.93%,"NT$+19,940",到期,"NT$83,319",v4,90天+6個持倉_全週期,400.0,20221207,6472,main,0.0,0.0,0.0,0.0,0.0,19940.0,23.93,300-500,42-90日
2207,backup_v4,20230208,642.0,20230316,595.0,36,-7.76%,"NT$-6,439",停損,"NT$82,936",v4,90天+6個持倉_全週期,642.0,20230208,2207,backup_v4,-8.575096277278563,0.0,629.7,1.9533111005240518,0.0,-6439.0,-7.76,500+,30-42日
2066,backup_v4,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-6,383",停損,"NT$83,279",v4,90天+6個持倉_全週期,90.0,20230308,2066,backup_v4,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-6383.0,-7.66,50-100,7-14日
2338,backup_v4,20221221,85.7,20230321,95.4,90,+10.88%,"NT$+9,054",到期,"NT$83,247",v4,90天+6個持倉_全週期,85.7,20221221,2338,backup_v4,-7.755171372489808,0.0,89.445,-4.186930515959518,0.0,9054.0,10.88,50-100,42-90日
6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-6,502",停損,"NT$83,118",v4,90天+6個持倉_全週期,332.0,20230322,6719,main,0.0,0.0,0.0,0.0,0.0,-6502.0,-7.82,300-500,<7日
4915,backup_v4,20230111,56.7,20230411,60.7,90,+6.61%,"NT$+5,508",到期,"NT$83,297",v4,90天+6個持倉_全週期,56.7,20230111,4915,backup_v4,-5.493226079593565,0.0,56.32,0.6747159090909136,0.0,5508.0,6.61,50-100,42-90日
6585,backup_v4,20230111,54.2,20230411,65.8,90,+20.96%,"NT$+17,463",到期,"NT$83,316",v4,90天+6個持倉_全週期,54.2,20230111,6585,backup_v4,-10.04062681369704,0.0,54.85,-1.1850501367365516,0.0,17463.0,20.96,50-100,42-90日
3680,main,20230329,366.0,20230421,339.0,23,-7.82%,"NT$-6,506",停損,"NT$83,200",v4,90天+6個持倉_全週期,366.0,20230329,3680,main,0.0,0.0,0.0,0.0,0.0,-6506.0,-7.82,300-500,14-30日
4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-8,164",停損,"NT$83,158",v4,90天+6個持倉_全週期,480.0,20230419,4763,main,0.0,0.0,0.0,0.0,0.0,-8164.0,-9.82,300-500,<7日
3044,backup_v4,20230426,113.5,20230725,150.0,90,+31.72%,"NT$+26,424",到期,"NT$83,314",v4,90天+6個持倉_全週期,113.5,20230426,3044,backup_v4,-5.176528177201249,0.0,114.1,-0.52585451358457,0.0,26424.0,31.72,100-200,42-90日
3310,backup_v4,20230426,66.9,20230725,87.5,90,+30.35%,"NT$+25,274",到期,"NT$83,275",v4,90天+6個持倉_全週期,66.9,20230426,3310,backup_v4,-6.6277836691410394,0.0,67.2,-0.4464285714285672,0.0,25274.0,30.35,50-100,42-90日
3324,backup_v4,20230426,229.0,20230725,305.0,90,+32.75%,"NT$+27,259",到期,"NT$83,245",v4,90天+6個持倉_全週期,229.0,20230426,3324,backup_v4,-11.689834198626697,0.0,234.45,-2.3245894647046232,0.0,27259.0,32.75,200-300,42-90日
3587,backup_v4,20230426,182.0,20230725,243.5,90,+33.35%,"NT$+27,777",到期,"NT$83,293",v4,90天+6個持倉_全週期,182.0,20230426,3587,backup_v4,-5.261336102457598,0.0,191.75,-5.084745762711865,0.0,27777.0,33.35,100-200,42-90日
3693,backup_v4,20230426,178.5,20230725,348.0,90,+94.52%,"NT$+78,731",到期,"NT$83,300",v4,90天+6個持倉_全週期,178.5,20230426,3693,backup_v4,-32.184191085939425,0.0,163.225,9.358247817429932,0.0,78731.0,94.52,100-200,42-90日
3483,backup_v4,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-6,426",停損,"NT$83,226",v4,90天+6個持倉_全週期,158.0,20230809,3483,backup_v4,-12.88524215220996,0.0,137.64,14.792211566405125,0.0,-6426.0,-7.72,100-200,<7日
3551,backup_v4,20230809,73.8,20230814,68.2,5,-8.03%,"NT$-6,689",停損,"NT$83,291",v4,90天+6個持倉_全週期,73.8,20230809,3551,backup_v4,-6.230071130733383,0.0,71.815,2.7640465083896117,0.0,-6689.0,-8.03,50-100,<7日
3147,backup_v4,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損,"NT$83,262",v4,90天+6個持倉_全週期,76.0,20230809,3147,backup_v4,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-7709.0,-9.26,50-100,14-30日
4572,backup_v4,20230809,196.0,20230907,181.5,29,-7.84%,"NT$-6,525",停損,"NT$83,222",v4,90天+6個持倉_全週期,196.0,20230809,4572,backup_v4,-17.736263736263737,0.0,183.1,7.04533042053523,0.0,-6525.0,-7.84,100-200,14-30日
2645,backup_v4,20230823,114.5,20230921,106.0,29,-7.87%,"NT$-6,548",停損,"NT$83,245",v4,90天+6個持倉_全週期,114.5,20230823,2645,backup_v4,-15.237618809404701,0.0,110.55,3.5730438715513366,0.0,-6548.0,-7.87,100-200,14-30日
1210,backup_v4,20230809,55.4,20231020,51.2,72,-8.02%,"NT$-6,686",停損,"NT$83,329",v4,90天+6個持倉_全週期,55.4,20230809,1210,backup_v4,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-6686.0,-8.02,50-100,42-90日
5508,backup_v4,20230809,72.5,20231107,85.6,90,+17.63%,"NT$+14,679",到期,"NT$83,276",v4,90天+6個持倉_全週期,72.5,20230809,5508,backup_v4,-6.601408618837293,0.0,73.65,-1.5614392396469865,0.0,14679.0,17.63,50-100,42-90日
8081,backup_v4,20230816,226.5,20231114,269.0,90,+18.32%,"NT$+15,251",到期,"NT$83,244",v4,90天+6個持倉_全週期,226.5,20230816,8081,backup_v4,-5.36972352140193,0.0,213.0,6.338028169014084,0.0,15251.0,18.32,200-300,42-90日
2211,backup_v4,20230830,68.4,20231128,80.9,90,+17.83%,"NT$+14,853",到期,"NT$83,293",v4,90天+6個持倉_全週期,68.4,20230830,2211,backup_v4,-12.346055591565944,0.0,66.855,2.3109715054969735,0.0,14853.0,17.83,50-100,42-90日
2385,backup_v4,20230913,114.0,20231212,169.0,90,+47.80%,"NT$+39,784",到期,"NT$83,224",v4,90天+6個持倉_全週期,114.0,20230913,2385,backup_v4,-5.614692891868704,0.0,105.525,8.031272210376681,0.0,39784.0,47.8,100-200,42-90日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損,"NT$83,078",v4,90天+6個持倉_全週期,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-7858.0,-9.46,300-500,7-14日
6533,main,20231101,389.5,20240130,492.5,90,+26.00%,"NT$+21,603",到期,"NT$83,082",v4,90天+6個持倉_全週期,389.5,20231101,6533,main,0.0,0.0,0.0,0.0,0.0,21603.0,26.0,300-500,42-90日
2347,backup_v4,20231108,68.8,20240206,71.5,90,+3.48%,"NT$+2,900",到期,"NT$83,298",v4,90天+6個持倉_全週期,68.8,20231108,2347,backup_v4,-5.911713618304151,0.0,67.85,1.4001473839351555,0.0,2900.0,3.48,50-100,42-90日
2388,backup_v4,20231108,129.0,20240206,137.0,90,+5.76%,"NT$+4,799",到期,"NT$83,324",v4,90天+6個持倉_全週期,129.0,20231108,2388,backup_v4,-11.505027440612107,0.0,124.325,3.7603056505127666,0.0,4799.0,5.76,100-200,42-90日
3661,main,20231115,3105.0,20240213,4105.0,90,+31.76%,"NT$+25,679",到期,"NT$80,845",v4,90天+6個持倉_全週期,3105.0,20231115,3661,main,0.0,0.0,0.0,0.0,0.0,25679.0,31.76,500+,42-90日
2732,backup_v4,20240131,130.5,20240215,121.0,15,-7.72%,"NT$-6,428",停損,"NT$83,247",v4,90天+6個持倉_全週期,130.5,20240131,2732,backup_v4,-7.600596125186289,0.0,130.125,0.2881844380403458,0.0,-6428.0,-7.72,100-200,14-30日
